,predictions,groundtruths
283,13.722147,41.8
284,25.728064,44.9
285,24.55559,41.8
286,21.835472,37.9
287,19.589296,39.1
288,31.79456,28.199999999999996
289,25.351353,22.5
290,23.12816,4.9
291,22.963696,3.8
292,22.424726,4.4
293,20.5087,5.2
294,24.30101,4.8
295,21.213825,5.9
296,38.436306,12.0
297,34.790386,15.2
298,28.032578,17.6
299,25.160866,29.5
300,24.572426,30.700000000000003
301,20.089882,35.6
302,18.94264,36.800000000000004
303,19.152971,35.9
304,19.053896,41.3
305,17.537632,43.7
306,22.01639,39.3
307,19.493288,18.800000000000004
308,34.942772,22.2
309,32.602283,39.9
310,27.0509,48.1
311,24.196356,47.3
312,36.26437,37.70000000000001
313,28.198105,38.0
314,25.810772,32.0
315,25.206602,24.0
316,24.226412,19.800000000000004
317,21.669985,20.9
318,26.242119,24.6
319,23.20978,22.3
320,42.558403,22.3
321,39.87029,17.4
322,32.488995,13.999999999999998
323,29.72853,11.6
324,9.923511,12.6
325,9.5822525,14.099999999999998
326,9.995292,13.2
327,11.408834,15.8
328,12.552322,15.0
329,11.776122,13.200000000000001
330,16.426294,10.6
331,13.968108,19.800000000000004
332,26.793251,29.600000000000005
333,25.55687,21.599999999999998
334,23.377544,20.9
335,20.705307,19.5
336,16.749975,16.3
337,13.704963,10.8
338,12.816678,8.6
339,13.015581,7.5
340,13.283934,6.500000000000001
341,12.379107,7.5
342,15.11611,9.3
343,12.837653,11.2
344,22.683216,10.800000000000002
345,19.636528,10.3
346,16.93971,10.8
347,14.686544,9.7
348,7.306229,12.7
349,6.4195695,10.3
350,6.698039,15.7
351,7.6303434,14.799999999999999
352,8.359521,12.500000000000002
353,8.021819,7.9
354,11.558172,5.5
355,9.802407,9.5
356,18.02103,14.5
357,16.925467,19.400000000000002
358,15.858877,20.3
359,14.049118,15.0
360,11.931947,13.8
361,9.885283,13.299999999999999
362,9.56289,14.4
363,10.053616,16.9
364,10.564422,15.600000000000003
365,9.932013,14.6
366,12.931111,14.3
367,10.928479,20.6
368,19.714748,25.0
369,17.551727,22.3
370,15.5987425,19.4
371,13.530224,18.9
372,15.670283,16.3
373,13.208532,17.5
374,12.7609005,18.6
375,13.45,19.499999999999996
376,14.013024,17.0
377,12.961054,16.3
378,16.828062,13.699999999999998
379,14.511749,11.7
380,26.936813,21.7
381,24.973997,25.299999999999997
382,21.412256,32.8
383,18.94218,26.7
384,21.54395,17.8
385,17.662321,17.0
386,16.62342,14.4
387,16.921623,10.5
388,17.044035,10.2
389,15.764818,10.900000000000002
390,19.357279,13.0
391,16.750444,12.2
392,30.596945,11.8
393,27.655584,12.4
394,22.763363,12.6
395,20.07555,8.8
396,7.307915,6.9
397,6.443419,5.8
398,6.591304,5.0
399,7.3602514,4.9
400,8.272334,4.8
401,7.908961,4.7
402,10.8019495,5.5
403,8.958465,11.9
404,16.154278,24.4
405,14.189568,28.0
406,13.207488,29.800000000000004
407,11.238743,33.0
408,25.312376,32.50000000000001
409,19.806581,25.599999999999998
410,17.742565,12.5
411,17.286177,11.399999999999999
412,16.769823,12.500000000000002
413,15.456934,11.899999999999999
414,18.407871,14.2
415,15.925151,14.200000000000003
416,27.625435,18.0
417,24.245138,18.7
418,19.979671,16.6
419,17.810265,11.4
420,8.982892,17.3
421,7.862495,16.3
422,8.046393,16.1
423,9.050339,14.799999999999999
424,9.853221,19.900000000000002
425,9.1521845,17.9
426,13.302404,18.799999999999997
427,11.309554,26.4
428,21.777462,44.9
429,21.092411,41.3
430,19.552933,36.0
431,17.600498,34.1
432,28.663382,20.5
433,23.4446,14.9
434,21.753368,14.099999999999998
435,21.945133,14.099999999999998
436,21.800335,13.5
437,20.096216,14.499999999999998
438,23.944712,19.7
439,20.889982,28.6
440,38.214005,35.7
441,34.50117,36.6
442,27.480083,48.5
443,24.358553,46.1
444,36.797993,47.50000000000001
445,29.599037,42.8
446,27.33601,28.600000000000005
447,27.186398,17.899999999999995
448,26.46697,17.400000000000002
449,24.10532,19.2
450,28.816965,15.7
451,25.5016,29.8
452,46.974094,29.2
453,43.437798,28.6
454,34.26683,40.9
455,30.937279,43.4
456,35.57638,40.6
457,29.203203,29.5
458,27.250673,8.5
459,27.348583,4.5
460,26.972704,3.6
461,24.517302,5.7
462,29.53968,5.0
463,26.190596,8.7
464,48.399166,11.3
465,44.88909,13.7
466,35.66109,14.099999999999998
467,32.04017,23.6
468,20.231401,24.7
469,16.747791,22.6
470,15.919552,30.9
471,16.19919,24.5
472,16.368534,21.2
473,15.292282,25.0
474,18.911253,35.4
475,16.559486,39.2
476,29.13094,38.9
477,26.150688,43.50000000000001
478,21.71734,51.1
479,18.967396,44.0
480,32.436634,46.50000000000001
481,24.839762,44.49999999999999
482,22.72274,34.70000000000001
483,22.003607,22.25
484,21.03258,9.8
485,18.709684,9.4
486,22.949488,15.6
487,20.080359,14.500000000000002
488,36.626236,21.9
489,34.36496,19.8
490,28.874321,19.4
491,26.498508,16.5
492,13.158531,18.5
493,11.960484,17.2
494,12.058603,14.4
495,13.24772,12.500000000000002
496,14.101802,10.5
497,13.104548,10.600000000000001
498,17.952488,13.399999999999999
499,15.406751,16.2
500,29.30544,12.999999999999998
501,28.006838,14.200000000000001
502,25.060944,16.05
503,22.435692,17.9
504,15.566677,17.1
505,12.792751,14.5
506,12.038753,17.8
507,12.28557,18.0
508,12.651458,17.5
509,11.8350725,13.8
510,14.591061,15.6
511,12.445557,17.2
512,21.804176,17.5
513,18.84381,17.1
514,16.288473,14.799999999999999
515,14.028648,12.5
516,10.084423,11.1
517,8.465515,8.6
518,8.444255,7.8
519,9.269089,7.9
520,9.850882,6.8999999999999995
521,9.138311,7.5
522,12.945389,11.500000000000002
523,11.088303,18.400000000000002
524,20.944372,23.3
525,20.112755,14.0
526,18.545504,6.5
527,16.770555,5.8
528,5.708587,4.4
529,5.399159,5.85
530,5.760826,7.3
531,6.6533165,7.4
532,7.7774224,8.9
533,7.54568,11.0
534,10.345173,12.0
535,8.497849,16.3
536,15.173043,14.6
537,13.0105505,20.000000000000004
538,12.21162,26.4
539,10.117929,22.2
540,17.683445,18.4
541,13.913788,19.0
542,12.842027,14.2
543,12.810618,10.8
544,12.859853,10.6
545,11.8108425,12.300000000000002
546,14.757792,11.600000000000001
547,12.619916,9.5
548,22.499807,8.3
549,20.103222,12.2
550,17.464615,17.9
551,15.391587,22.8
552,18.718958,20.5
553,15.359933,16.1
554,14.594614,13.900000000000002
555,14.978697,15.899999999999999
556,15.239005,16.400000000000002
557,14.065985,26.600000000000005
558,18.037445,26.9
559,15.761739,28.5
560,28.51613,28.6
561,26.454094,36.2
562,22.412504,43.0
563,19.910166,38.4
564,30.77722,28.4
565,24.526045,18.3
566,22.45949,14.9
567,22.312292,10.8
568,21.802013,9.7
569,19.956028,16.4
570,23.809593,22.1
571,20.79934,32.2
572,37.852184,35.9
573,34.403854,39.2
574,27.653515,42.6
575,24.830418,38.8
576,31.310547,39.6
577,25.827747,30.4
578,24.24621,25.9
579,24.52598,25.400000000000002
580,24.39516,25.8
581,22.226135,23.200000000000003
582,26.981598,17.699999999999996
583,23.72901,19.0
584,44.30006,21.8
585,41.00353,27.200000000000003
586,32.75415,27.8
587,29.320532,28.0
588,23.37682,15.5
589,19.667826,20.3
590,18.749908,18.7
591,19.357552,9.7
592,19.627327,12.1
593,18.017744,14.0
594,22.461325,15.899999999999999
595,19.654547,2.9999999999999996
596,36.512714,4.4
597,33.873894,2.9
598,27.918251,5.8
599,24.891714,6.9
600,5.8868814,13.699999999999998
601,5.4257283,23.1
602,5.8096423,26.4
603,6.6745543,18.5
604,7.650209,18.400000000000002
605,7.4592867,13.8
606,10.429699,13.499999999999998
607,8.697508,21.3
608,15.285637,26.7
609,13.387322,32.6
610,12.731385,35.9
611,10.7736635,35.9
612,27.663225,36.20000000000001
613,21.26559,36.8
614,19.401525,37.400000000000006
615,18.888723,37.7
616,18.183336,43.2
617,16.316109,39.2
618,20.081144,38.6
619,17.587759,38.7
620,31.742493,38.7
621,29.585075,33.1
622,25.024126,8.2
623,22.811312,6.9
624,9.44811,5.9
625,8.967595,5.8
626,9.2605295,5.7
627,10.668072,7.8
628,11.888812,6.7
629,10.825829,6.3
630,15.558867,8.3
631,13.259997,9.0
632,26.553234,11.199999999999998
633,25.705153,14.3
634,24.101006,18.1
635,21.521955,23.5
